/Users/kevinbrundler/Desktop/ATAI/movie-bot/.venv/bin/python /Users/kevinbrundler/Desktop/ATAI/movie-bot/bot/agent.py 
2024-11-04 10:01:17,796 | INFO | <module> | PyTorch version 2.5.1 available.
2024-11-04 10:37:56,144 | INFO | answer_query | Generated small talk response: 'I'm sorry, but I can't help you with that.'
2024-11-04 10:37:56,145 | INFO | wrapper | Execution time for answer_query: 3.0623 seconds
2024-11-04 10:39:07,968 | INFO | answer_query | Query: when was The Matrix released?
2024-11-04 10:39:08,280 | INFO | answer_query | NER_Person: []
2024-11-04 10:39:08,280 | INFO | answer_query | NER_Movies: []
2024-11-04 10:39:08,505 | INFO | answer_query | Domain Check: True
2024-11-04 10:39:08,516 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:39:08,636 | INFO | fuzzy_match | Found exact match with Fuzzy: the matrix
2024-11-04 10:39:08,636 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:39:08,636 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q83495']
2024-11-04 10:39:08,668 | INFO | find_closest_columns | High confidence match found: publication date with similarity 0.4198
2024-11-04 10:39:10,432 | INFO | answer_query | Final answer: 'The Matrix was released on March 31st, 1999.'
2024-11-04 10:39:10,432 | INFO | answer_query_embedding | Predicate publication date not found in rel2id.
2024-11-04 10:39:10,432 | INFO | answer_query_embedding | No valid predicate found.
2024-11-04 10:39:10,432 | INFO | wrapper | Execution time for answer_query: 2.4645 seconds
2024-11-04 10:43:44,844 | INFO | answer_query | Query: Who is the director of Good Will Hunting?
2024-11-04 10:43:45,218 | INFO | answer_query | NER_Person: []
2024-11-04 10:43:45,218 | INFO | answer_query | NER_Movies: []
2024-11-04 10:43:45,218 | INFO | answer_query | Domain Check: True
2024-11-04 10:43:45,230 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:43:45,345 | INFO | fuzzy_match | Found exact match with Fuzzy: ti
2024-11-04 10:43:45,385 | INFO | fuzzy_match | Found exact match with Fuzzy: good will hunting
2024-11-04 10:43:45,386 | INFO | answer_query | Fuzzy person matches: ['http://www.wikidata.org/entity/Q214227']
2024-11-04 10:43:45,386 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q193835']
2024-11-04 10:43:45,421 | INFO | find_closest_columns | High confidence match found: director with similarity 0.6866
2024-11-04 10:43:47,107 | INFO | answer_query | Final answer: 'The director of Good Will Hunting is Gus Van Sant.'
2024-11-04 10:43:47,161 | INFO | wrapper | Execution time for answer_query: 2.3170 seconds
2024-11-04 10:44:00,287 | INFO | answer_query | Query: Who is the screenwriter of 12 Monkeys? 
2024-11-04 10:44:00,710 | INFO | answer_query | NER_Person: []
2024-11-04 10:44:00,710 | INFO | answer_query | NER_Movies: []
2024-11-04 10:44:00,904 | INFO | answer_query | Domain Check: True
2024-11-04 10:44:00,916 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:44:01,053 | INFO | fuzzy_match | Found exact match with Fuzzy: 12 monkeys
2024-11-04 10:44:01,053 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:44:01,053 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q175038']
2024-11-04 10:44:01,082 | INFO | find_closest_columns | High confidence match found: screenwriter with similarity 0.6557
2024-11-04 10:44:02,752 | INFO | answer_query | Final answer: 'Janet Peoples is the screenwriter of 12 Monkeys.'
2024-11-04 10:44:02,805 | INFO | wrapper | Execution time for answer_query: 2.5180 seconds
2024-11-04 10:44:29,924 | INFO | answer_query | Query: Who is the director of Forrest Gump? 
2024-11-04 10:44:30,377 | INFO | answer_query | NER_Person: []
2024-11-04 10:44:30,378 | INFO | answer_query | NER_Movies: []
2024-11-04 10:44:30,378 | INFO | answer_query | Domain Check: True
2024-11-04 10:44:30,390 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:44:30,535 | INFO | fuzzy_match | Found exact match with Fuzzy: forrest gump
2024-11-04 10:44:30,536 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:44:30,536 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q134773']
2024-11-04 10:44:30,568 | INFO | find_closest_columns | High confidence match found: director with similarity 0.6866
2024-11-04 10:44:32,538 | INFO | answer_query | Final answer: 'Robert Zemeckis directed Forrest Gump.'
2024-11-04 10:44:32,591 | INFO | wrapper | Execution time for answer_query: 2.6673 seconds
2024-11-04 10:44:53,683 | INFO | answer_query | Query: Who is the director of Good Will Hunting?
2024-11-04 10:44:54,082 | INFO | answer_query | NER_Person: []
2024-11-04 10:44:54,082 | INFO | answer_query | NER_Movies: []
2024-11-04 10:44:54,082 | INFO | answer_query | Domain Check: True
2024-11-04 10:44:54,093 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:44:54,208 | INFO | fuzzy_match | Found exact match with Fuzzy: ti
2024-11-04 10:44:54,247 | INFO | fuzzy_match | Found exact match with Fuzzy: good will hunting
2024-11-04 10:44:54,248 | INFO | answer_query | Fuzzy person matches: ['http://www.wikidata.org/entity/Q214227']
2024-11-04 10:44:54,248 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q193835']
2024-11-04 10:44:54,285 | INFO | find_closest_columns | High confidence match found: director with similarity 0.6866
2024-11-04 10:44:55,955 | INFO | answer_query | Final answer: 'The director of Good Will Hunting is Gus Van Sant.'
2024-11-04 10:44:56,007 | INFO | wrapper | Execution time for answer_query: 2.3237 seconds
2024-11-04 10:45:14,988 | INFO | answer_query | Query: Who is the screenwriter of 12 Monkeys?
2024-11-04 10:45:15,508 | INFO | answer_query | NER_Person: []
2024-11-04 10:45:15,508 | INFO | answer_query | NER_Movies: []
2024-11-04 10:45:15,702 | INFO | answer_query | Domain Check: True
2024-11-04 10:45:15,713 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:45:15,853 | INFO | fuzzy_match | Found exact match with Fuzzy: 12 monkeys
2024-11-04 10:45:15,853 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:45:15,853 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q175038']
2024-11-04 10:45:15,885 | INFO | find_closest_columns | High confidence match found: screenwriter with similarity 0.6557
2024-11-04 10:45:17,651 | INFO | answer_query | Final answer: 'Janet Peoples is the screenwriter of 12 Monkeys.'
2024-11-04 10:45:17,707 | INFO | wrapper | Execution time for answer_query: 2.7191 seconds
2024-11-04 10:45:26,012 | INFO | answer_query | Query: Where was Angelina Jolie born?
2024-11-04 10:45:26,383 | INFO | answer_query | NER_Person: ['angelina jolie']
2024-11-04 10:45:26,383 | INFO | answer_query | NER_Movies: []
2024-11-04 10:45:26,763 | INFO | answer_query | Domain Check: True
2024-11-04 10:45:26,766 | INFO | answer_query | Direct match found for person: angelina jolie
2024-11-04 10:45:27,044 | INFO | find_closest_columns | High confidence match found: place of birth with similarity 0.4204
2024-11-04 10:45:28,611 | INFO | answer_query | Final answer: 'Angelina Jolie was born in Los Angeles.'
2024-11-04 10:45:28,661 | INFO | wrapper | Execution time for answer_query: 2.6490 seconds
2024-11-04 10:45:51,734 | INFO | answer_query | Query: Who is the director of Forrest Gump?
2024-11-04 10:45:52,144 | INFO | answer_query | NER_Person: []
2024-11-04 10:45:52,144 | INFO | answer_query | NER_Movies: []
2024-11-04 10:45:52,144 | INFO | answer_query | Domain Check: True
2024-11-04 10:45:52,156 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:45:52,298 | INFO | fuzzy_match | Found exact match with Fuzzy: forrest gump
2024-11-04 10:45:52,299 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:45:52,299 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q134773']
2024-11-04 10:45:52,333 | INFO | find_closest_columns | High confidence match found: director with similarity 0.6866
2024-11-04 10:45:53,853 | INFO | answer_query | Final answer: 'Robert Zemeckis directed Forrest Gump.'
2024-11-04 10:45:53,907 | INFO | wrapper | Execution time for answer_query: 2.1727 seconds
2024-11-04 10:45:58,015 | INFO | answer_query | Query: Who directed Inception and when was it released?
2024-11-04 10:45:58,490 | INFO | answer_query | NER_Person: []
2024-11-04 10:45:58,490 | INFO | answer_query | NER_Movies: []
2024-11-04 10:45:58,691 | INFO | answer_query | Domain Check: True
2024-11-04 10:45:58,702 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:45:58,836 | INFO | fuzzy_match | Found exact match with Fuzzy: ti
2024-11-04 10:45:58,881 | INFO | fuzzy_match | Found exact match with Fuzzy: inception
2024-11-04 10:45:58,881 | INFO | answer_query | Fuzzy person matches: ['http://www.wikidata.org/entity/Q214227']
2024-11-04 10:45:58,881 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q25188']
2024-11-04 10:45:58,981 | INFO | find_closest_columns | Column director has rescaled similarity 0.1258
2024-11-04 10:46:00,839 | INFO | answer_query | Final answer: 'Inception was directed by Christopher Nolan and released in 2010.'
2024-11-04 10:46:00,890 | INFO | wrapper | Execution time for answer_query: 2.8751 seconds
2024-11-04 10:46:07,483 | INFO | answer_query | Query: Do you know the director of Forrest Gump?
2024-11-04 10:46:07,898 | INFO | answer_query | NER_Person: []
2024-11-04 10:46:07,898 | INFO | answer_query | NER_Movies: []
2024-11-04 10:46:07,898 | INFO | answer_query | Domain Check: True
2024-11-04 10:46:07,910 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:46:08,067 | INFO | fuzzy_match | Found exact match with Fuzzy: forrest gump
2024-11-04 10:46:08,068 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:46:08,068 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q134773']
2024-11-04 10:46:08,134 | INFO | find_closest_columns | High confidence match found: director with similarity 0.5961
2024-11-04 10:46:10,052 | INFO | answer_query | Final answer: 'The director of Forrest Gump is Robert Zemeckis.'
2024-11-04 10:46:10,106 | INFO | wrapper | Execution time for answer_query: 2.6229 seconds
2024-11-04 10:46:29,120 | INFO | answer_query | Query: Name a movie in which Adam Sandler played.
2024-11-04 10:46:29,507 | INFO | answer_query | NER_Person: ['ad', '##am sand']
2024-11-04 10:46:29,507 | INFO | answer_query | NER_Movies: []
2024-11-04 10:46:29,507 | INFO | answer_query | Domain Check: True
2024-11-04 10:46:30,334 | INFO | find_closest_columns | Column played in has rescaled similarity 0.1117
2024-11-04 10:46:31,902 | INFO | answer_query | Final answer: 'Adam Sandler played in Punch Drunk Love.'
2024-11-04 10:46:31,965 | INFO | wrapper | Execution time for answer_query: 2.8453 seconds
2024-11-04 10:47:41,333 | INFO | answer_query | Query: @@@/.,/.,
2024-11-04 10:47:42,437 Warning: An empty Sentence was created! Are there empty strings in your dataset?
2024-11-04 10:47:42,437 | INFO | answer_query | NER_Person: []
2024-11-04 10:47:42,437 | INFO | answer_query | NER_Movies: []
2024-11-04 10:47:42,619 | INFO | answer_query | Domain Check: False
2024-11-04 10:47:44,274 | INFO | answer_query | Generated small talk response: '@@@/.,/.'
2024-11-04 10:47:44,274 | INFO | wrapper | Execution time for answer_query: 2.9410 seconds
2024-11-04 10:48:12,268 | INFO | answer_query | Query: When was the godfather released?
2024-11-04 10:48:12,670 | INFO | answer_query | NER_Person: []
2024-11-04 10:48:12,670 | INFO | answer_query | NER_Movies: []
2024-11-04 10:48:12,870 | INFO | answer_query | Domain Check: True
2024-11-04 10:48:12,881 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:48:13,011 | INFO | fuzzy_match | Found exact match with Fuzzy: the godfather
2024-11-04 10:48:13,011 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:48:13,012 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q47703']
2024-11-04 10:48:13,041 | INFO | find_closest_columns | High confidence match found: publication date with similarity 0.4198
2024-11-04 10:48:14,449 | INFO | answer_query | Final answer: 'The Godfather was released on March 15, 1972.'
2024-11-04 10:48:14,449 | INFO | answer_query_embedding | Predicate publication date not found in rel2id.
2024-11-04 10:48:14,449 | INFO | answer_query_embedding | No valid predicate found.
2024-11-04 10:48:14,449 | INFO | wrapper | Execution time for answer_query: 2.1819 seconds
2024-11-04 10:48:29,008 | INFO | answer_query | Query: godfather?
2024-11-04 10:48:29,381 | INFO | answer_query | NER_Person: []
2024-11-04 10:48:29,381 | INFO | answer_query | NER_Movies: ['Godfather']
2024-11-04 10:48:29,606 | INFO | answer_query | Domain Check: True
2024-11-04 10:48:29,607 | INFO | answer_query | Direct match found for movie: godfather
2024-11-04 10:48:31,084 | INFO | answer_query | Final answer: 'The Godfather is a movie.'
2024-11-04 10:48:31,084 | INFO | answer_query_embedding | No valid predicate found.
2024-11-04 10:48:31,084 | INFO | wrapper | Execution time for answer_query: 2.0764 seconds
2024-11-04 10:50:01,795 | INFO | answer_query | Query: What is the occupation of Keanu Reeves?
2024-11-04 10:50:02,133 | INFO | answer_query | NER_Person: []
2024-11-04 10:50:02,133 | INFO | answer_query | NER_Movies: []
2024-11-04 10:50:02,454 | INFO | answer_query | Domain Check: True
2024-11-04 10:50:02,465 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:50:02,574 | INFO | fuzzy_match | Found exact match with Fuzzy: keanu reeves
2024-11-04 10:50:02,612 | INFO | fuzzy_match | Found exact match with Fuzzy: keanu
2024-11-04 10:50:02,613 | INFO | answer_query | Fuzzy person matches: ['http://www.wikidata.org/entity/Q43416']
2024-11-04 10:50:02,613 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q20026853']
2024-11-04 10:50:02,690 | INFO | find_closest_columns | High confidence match found: occupation with similarity 0.6783
2024-11-04 10:50:04,179 | INFO | answer_query | Final answer: 'Keanu Reeves is a musician and actor.'
2024-11-04 10:50:04,231 | INFO | wrapper | Execution time for answer_query: 2.4357 seconds
2024-11-04 10:50:35,396 | INFO | answer_query | Query: Who is the lead actor of Harry Potter and the Goblet of Fire?
2024-11-04 10:50:36,002 | INFO | answer_query | NER_Person: []
2024-11-04 10:50:36,002 | INFO | answer_query | NER_Movies: []
2024-11-04 10:50:36,002 | INFO | answer_query | Domain Check: True
2024-11-04 10:50:36,014 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:50:36,236 | INFO | fuzzy_match | Found exact match with Fuzzy: harry potter and the goblet of fire
2024-11-04 10:50:36,237 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:50:36,237 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q102225']
2024-11-04 10:50:36,308 | INFO | find_closest_columns | High confidence match found: actors with similarity 0.4748
2024-11-04 10:50:38,857 | INFO | answer_query | Final answer: 'Sheila Allen is the lead actor of Harry Potter and the Goblet of Fire.'
2024-11-04 10:50:38,910 | INFO | wrapper | Execution time for answer_query: 3.5135 seconds
2024-11-04 10:51:01,604 | INFO | answer_query | Query: What movie did Daniel Radcliffe star in?
2024-11-04 10:51:02,185 | INFO | answer_query | NER_Person: []
2024-11-04 10:51:02,185 | INFO | answer_query | NER_Movies: []
2024-11-04 10:51:02,185 | INFO | answer_query | Domain Check: True
2024-11-04 10:51:02,197 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:51:02,316 | INFO | fuzzy_match | Found exact match with Fuzzy: daniel radcliffe
2024-11-04 10:51:02,357 | INFO | fuzzy_match | Found exact match with Fuzzy: star
2024-11-04 10:51:02,358 | INFO | answer_query | Fuzzy person matches: ['http://www.wikidata.org/entity/Q38119']
2024-11-04 10:51:02,358 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q3496921']
2024-11-04 10:51:02,433 | INFO | find_closest_columns | Column actors has rescaled similarity 0.1205
2024-11-04 10:51:02,433 | INFO | find_closest_columns | Column performer has rescaled similarity 0.1153
2024-11-04 10:51:04,499 | INFO | answer_query | Final answer: 'Daniel Radcliffe starred in "Kill Your Darlings".'
2024-11-04 10:51:04,552 | INFO | wrapper | Execution time for answer_query: 2.9482 seconds
2024-11-04 10:59:34,311 | INFO | answer_query | Query: Who is the director of The Longest Day in your own words?
2024-11-04 10:59:34,743 | INFO | answer_query | NER_Person: []
2024-11-04 10:59:34,744 | INFO | answer_query | NER_Movies: []
2024-11-04 10:59:34,744 | INFO | answer_query | Domain Check: True
2024-11-04 10:59:34,757 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:59:34,963 | INFO | fuzzy_match | Found exact match with Fuzzy: the longest day
2024-11-04 10:59:34,964 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:59:34,964 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q468484']
2024-11-04 10:59:35,030 | INFO | find_closest_columns | High confidence match found: director with similarity 0.5158
2024-11-04 10:59:37,280 | INFO | answer_query | Final answer: 'Darryl F. Zanuck is the director of The Longest Day.'
2024-11-04 10:59:37,332 | INFO | wrapper | Execution time for answer_query: 3.0212 seconds
2024-11-04 10:59:53,917 | INFO | answer_query | Query: Who directed ""The Longest Day""
2024-11-04 10:59:54,327 | INFO | answer_query | NER_Person: []
2024-11-04 10:59:54,327 | INFO | answer_query | NER_Movies: []
2024-11-04 10:59:54,532 | INFO | answer_query | Domain Check: True
2024-11-04 10:59:54,543 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:59:54,672 | INFO | fuzzy_match | Found exact match with Fuzzy: the longest day
2024-11-04 10:59:54,673 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:59:54,673 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q468484']
2024-11-04 10:59:54,704 | INFO | find_closest_columns | High confidence match found: director with similarity 0.5111
2024-11-04 10:59:56,693 | INFO | answer_query | Final answer: 'Darryl F. Zanuck directed ""The Longest Day"".'
2024-11-04 10:59:56,747 | INFO | wrapper | Execution time for answer_query: 2.8306 seconds
2024-11-04 10:59:56,823 | INFO | answer_query | Query: who is  the director of The Longest Day ?
2024-11-04 10:59:57,115 | INFO | answer_query | NER_Person: []
2024-11-04 10:59:57,115 | INFO | answer_query | NER_Movies: []
2024-11-04 10:59:57,115 | INFO | answer_query | Domain Check: True
2024-11-04 10:59:57,127 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 10:59:57,282 | INFO | fuzzy_match | Found exact match with Fuzzy: the longest day
2024-11-04 10:59:57,283 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 10:59:57,283 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q468484']
2024-11-04 10:59:57,316 | INFO | find_closest_columns | High confidence match found: director with similarity 0.6866
2024-11-04 10:59:59,377 | INFO | answer_query | Final answer: 'Darryl F. Zanuck is the director of The Longest Day.'
2024-11-04 10:59:59,431 | INFO | wrapper | Execution time for answer_query: 2.6083 seconds
2024-11-04 11:00:34,858 | INFO | answer_query | Query: What is the genre of Shoplifters?
2024-11-04 11:00:35,206 | INFO | answer_query | NER_Person: []
2024-11-04 11:00:35,206 | INFO | answer_query | NER_Movies: []
2024-11-04 11:00:35,206 | INFO | answer_query | Domain Check: True
2024-11-04 11:00:35,217 | WARNING | answer_query | NER failed; proceeding with fuzzy matching.
2024-11-04 11:00:35,353 | INFO | fuzzy_match | Found exact match with Fuzzy: shoplifters
2024-11-04 11:00:35,354 | INFO | answer_query | Fuzzy person matches: []
2024-11-04 11:00:35,354 | INFO | answer_query | Fuzzy movie matches: ['http://www.wikidata.org/entity/Q48765577']
2024-11-04 11:00:35,419 | INFO | find_closest_columns | High confidence match found: genre with similarity 0.6418
2024-11-04 11:00:36,773 | INFO | answer_query | Final answer: 'The genre of Shoplifters is drama.'
2024-11-04 11:00:36,827 | INFO | wrapper | Execution time for answer_query: 1.9691 seconds
2024-11-04 11:00:51,917 | INFO | answer_query | Query: What is the genre of "genre of Shoplifters.
